Tabelle: 1000X-0001
Personen: Amtliche Einwohnerzahl und Fläche (Gemeinden);;;;
Bevölkerung kompakt;;;;;;;
09.05.2011;;;;;;;
;;Personen;;Fläche;;Bevölkerungsdichte;
;;Anzahl;Anzahl;qkm;qkm;Ew/qkm;Ew/qkm
071375002501;Münstermaifeld, Stadt;3507;e;27,79;e;126;e
071375003001;Acht;80;e;3,79;e;21;e
071375003004;Anschau;281;e;5,15;e;55;e
071375003006;Arft;276;e;5,83;e;47;e
071375003007;Baar;780;e;11,74;e;66;e
071375003011;Bermel;355;e;7,33;e;48;e
071375003014;Boos (Landkreis Mayen-Koblenz);627;e;10,38;e;60;e
071375003019;Ditscheid;267;e;4,48;e;60;e
071375003025;Ettringen (Landkreis Mayen-Koblenz);2744;e;9,16;e;300;e
071375003034;Hausten;395;e;3,56;e;111;e
071375003035;Herresbach;479;e;8,47;e;57;e
071375003036;Hirten;258;e;2,51;e;103;e
071375003043;Kehrig;1195;e;10,41;e;115;e
071375003049;Kirchwald;943;e;9,51;e;99;e
071375003055;Kottenheim;2721;e;6,07;e;448;e
071375003060;Langenfeld (Landkreis Mayen-Koblenz);705;e;4,71;e;150;e
071375003061;Langscheid;96;e;2,54;e;38;e
071375003063;Lind (Landkreis Mayen-Koblenz);51;e;2,78;e;18;e
071375003066;Luxem;308;e;4,93;e;62;e
071375003074;Monreal;851;e;14,64;e;58;e
071375003077;Münk;251;e;5,13;e;49;e
071375003079;Nachtsheim;554;e;7,21;e;77;e
071375003092;Reudelsterz;378;e;3,94;e;96;e
071375003097;Sankt Johann (Landkreis Mayen-Koblenz);927;e;4,31;e;215;e
071375003099;Siebenbach;206;e;3,41;e;60;e
071375003105;Virneburg;393;e;5,40;e;73;e
071375003110;Weiler (Landkreis Mayen-Koblenz);497;e;7,51;e;66;e
071375003113;Welschenbach;53;e;2,79;e;19;e
071375004008;Bell;1393;e;10,26;e;136;e
071375004069;Mendig, Stadt;8681;e;23,78;e;365;e
071375004093;Rieden (Landkreis Mayen-Koblenz);1246;e;9,10;e;137;e
071375004101;Thür;1493;e;8,26;e;181;e
071375004106;Volkesfeld;588;e;2,58;e;228;e
071375005204;Brey;1570;e;6,42;e;245;e
071375005221;Rhens, Stadt;2965;e;16,30;e;182;e
071375005223;Spay;1907;e;2,70;e;706;e
071375005227;Waldesch;2245;e;3,34;e;672;e
071375006201;Alken;665;e;8,05;e;83;e
071375006205;Brodenbach;613;e;9,65;e;64;e
071375006206;Burgen (Landkreis Mayen-Koblenz);750;e;11,28;e;66;e
071375006207;Dieblich;2359;e;17,68;e;133;e
071375006208;Hatzenport;638;e;3,77;e;169;e
071375006212;Kobern-Gondorf;3271;e;28,36;e;115;e
071375006214;Löf;1431;e;5,34;e;268;e
071375006215;Macken;360;e;8,61;e;42;e
071375006217;Niederfell;1062;e;11,67;e;91;e
071375006219;Nörtershausen;1122;e;5,66;e;198;e
071375006220;Oberfell;1086;e;5,56;e;195;e
071375006230;Winningen;2471;e;6,66;e;371;e
071375006231;Wolken;1095;e;2,86;e;383;e
071375006504;Lehmen;1374;e;10,24;e;134;e
071375007218;Niederwerth;1359;e;3,03;e;449;e
071375007224;Urbar (Landkreis Mayen-Koblenz);3169;e;3,46;e;916;e
071375007226;Vallendar, Stadt;8310;e;13,22;e;629;e
071375007229;Weitersburg;2319;e;6,62;e;350;e
071375008202;Bassenheim;2948;e;14,76;e;200;e
071375008209;Kaltenengers;2054;e;3,07;e;669;e
071375008211;Kettig;3337;e;7,78;e;429;e
071375008216;Mülheim-Kärlich, Stadt;10691;e;16,31;e;655;e
071375008222;Sankt Sebastian;2467;e;2,88;e;857;e
071375008225;Urmitz;3522;e;3,77;e;934;e
071375008228;Weißenthurm, Stadt;8183;e;3,99;e;2051;e
071380045045;Neuwied, Stadt;64144;e;86,50;e;742;e
071385001003;Asbach (Landkreis Neuwied);7134;e;38,59;e;185;e
071385001044;Neustadt (Wied);6255;e;35,83;e;175;e
071385001077;Windhagen;4257;e;13,11;e;325;e
071385001080;Buchholz (Westerwald);4454;e;20,63;e;216;e
071385002004;Bad Hönningen, Stadt;5784;e;20,09;e;288;e
071385002024;Hammerstein;341;e;7,21;e;47;e
071385002038;Leutesdorf;1847;e;10,79;e;171;e
071385002063;Rheinbrohl;3897;e;17,20;e;227;e
071385003012;Dierdorf, Stadt;5799;e;31,90;e;182;e
071385003023;Großmaischeid;2337;e;15,52;e;151;e
071385003031;Isenburg;613;e;4,17;e;147;e
071385003034;Kleinmaischeid;1373;e;6,99;e;196;e
071385003069;Stebach;324;e;2,38;e;136;e
071385003201;Marienhausen;515;e;4,85;e;106;e
071385004009;Dattenberg;1579;e;9,33;e;169;e
071385004037;Leubsdorf (Landkreis Neuwied);1613;e;10,22;e;158;e
071385004041;Linz am Rhein, Stadt;5944;e;17,98;e;331;e
071385004055;Ockenfels;1033;e;1,66;e;622;e
071385004068;Sankt Katharinen (Landkreis Neuwied);3419;e;13,85;e;247;e
071385004075;Vettelschoß;3413;e;6,91;e;494;e
071385004501;Kasbach-Ohlenberg;1360;e;4,78;e;285;e
071385005011;Dernbach (Landkreis Neuwied);1033;e;5,48;e;189;e
071385005013;Döttesfeld;628;e;5,86;e;107;e
071385005014;Dürrholz;1232;e;6,90;e;179;e
071385005025;Hanroth;612;e;2,43;e;252;e
071385005027;Harschbach;410;e;2,18;e;188;e
071385005040;Linkenbach;469;e;5,43;e;86;e
071385005048;Niederhofen;390;e;1,38;e;283;e
071385005050;Niederwambach;448;e;6,89;e;65;e
071385005052;Oberdreis;861;e;9,00;e;96;e
071385005057;Puderbach;2426;e;11,03;e;220;e
071385005058;Ratzert;233;e;2,78;e;84;e
071385005059;Raubach;1937;e;7,83;e;247;e
071385005064;Rodenbach bei Puderbach;693;e;6,62;e;105;e
071385005070;Steimel;1246;e;5,59;e;223;e
071385005074;Urbach (Landkreis Neuwied);1543;e;11,26;e;137;e
071385005078;Woldert;594;e;5,03;e;118;e
071385006002;Anhausen;1334;e;9,54;e;140;e
071385006005;Bonefeld;955;e;5,21;e;183;e
071385006015;Ehlscheid;1286;e;6,29;e;204;e
071385006026;Hardert;817;e;3,44;e;238;e
071385006030;Hümmerich;787;e;4,27;e;184;e
071385006036;Kurtscheid;942;e;5,10;e;185;e
071385006042;Meinborn;509;e;4,39;e;116;e
071385006043;Melsbach;2017;e;2,80;e;720;e
071385006053;Oberhonnefeld-Gierend;1007;e;3,97;e;254;e
071385006054;Oberraden;636;e;4,33;e;147;e
071385006061;Rengsdorf;2615;e;6,91;e;378;e
071385006066;Rüscheid;773;e;4,90;e;158;e
071385006071;Straßenhaus;1878;e;10,16;e;185;e
071385006072;Thalhausen;753;e;3,66;e;206;e
071385007008;Bruchhausen;878;e;2,58;e;340;e
071385007019;Erpel;2533;e;9,21;e;275;e
071385007062;Rheinbreitbach;4407;e;6,58;e;670;e
071385007073;Unkel, Stadt;5057;e;8,16;e;620;e
071385008006;Breitscheid (Landkreis Neuwied);2153;e;12,21;e;176;e
071385008007;Hausen (Wied);1923;e;7,69;e;250;e
071385008010;Datzeroth;235;e;8,00;e;29;e
071385008047;Niederbreitbach;1574;e;8,53;e;185;e
071385008065;Roßbach (Landkreis Neuwied);1509;e;6,40;e;236;e
071385008076;Waldbreitbach;1906;e;6,39;e;298;e
071400501501;Boppard, Stadt;15413;e;75,27;e;205;e
071405002005;Badenhard;143;e;3,00;e;48;e
071405002014;Bickenbach (Landkreis Rhein-Hunsrück-Kreis);353;e;6,39;e;55;e
071405002016;Birkheim;144;e;2,30;e;63;e
071405002031;Dörth;520;e;5,15;e;101;e
071405002036;Emmelshausen, Stadt;4810;e;7,91;e;608;e
071405002043;Gondershausen;1281;e;13,45;e;95;e
071405002045;Halsenbach;1245;e;10,04;e;124;e
071405002047;Hausbay;196;e;3,24;e;60;e
071405002060;Hungenroth;246;e;6,02;e;41;e
071405002063;Karbach;577;e;4,98;e;116;e
071405002075;Kratzenburg;404;e;7,15;e;57;e
071405002084;Leiningen;751;e;5,75;e;131;e
071405002087;Lingerhahn;474;e;6,01;e;79;e
071405002089;Maisborn;127;e;1,47;e;86;e
071405002093;Mermuth;267;e;4,92;e;54;e
071405002098;Mühlpfad;68;e;1,39;e;49;e
071405002102;Ney;369;e;5,60;e;66;e
071405002108;Niedert;136;e;2,21;e;62;e
071405002110;Norath;463;e;3,30;e;140;e
071405002117;Pfalzfeld;629;e;5,27;e;119;e
071405002140;Schwall;352;e;1,77;e;199;e
071405002149;Thörlingen;153;e;2,24;e;68;e
071405002156;Utzenhain;123;e;4,47;e;28;e
071405002201;Beulich;491;e;13,28;e;37;e
071405002205;Morshausen;361;e;7,56;e;48;e
071405003001;Alterkülz;422;e;7,58;e;56;e
071405003009;Bell (Hunsrück);1462;e;23,53;e;62;e
071405003010;Beltheim;2016;e;24,85;e;81;e
071405003018;Braunshorn;591;e;6,98;e;85;e
071405003021;Buch (Landkreis Rhein-Hunsrück-Kreis);939;e;13,45;e;70;e
071405003042;Gödenroth;480;e;6,82;e;70;e
071405003046;Hasselbach (Landkreis Rhein-Hunsrück-Kreis);181;e;4,79;e;38;e
071405003055;Hollnich;301;e;2,27;e;133;e
071405003064;Kastellaun, Stadt;5114;e;8,47;e;604;e
071405003073;Korweiler;86;e;2,43;e;35;e
071405003095;Michelbach;175;e;2,39;e;73;e
071405003131;Roth (Landkreis Rhein-Hunsrück-Kreis);257;e;3,87;e;66;e
071405003147;Spesenroth;149;e;3,51;e;42;e
071405003153;Uhler;386;e;5,58;e;69;e
071405003202;Dommershausen;1149;e;24,70;e;47;e
071405003204;Mastershausen;1039;e;11,83;e;88;e
071405004006;Bärenbach (Landkreis Rhein-Hunsrück-Kreis);437;e;4,83;e;90;e
071405004007;Belg;141;e;4,79;e;29;e
071405004024;Büchenbeuren;1700;e;6,00;e;283;e
071405004028;Dickenschied;731;e;5,86;e;125;e
071405004029;Dill;191;e;5,55;e;34;e
071405004030;Dillendorf;593;e;6,50;e;91;e
071405004040;Gehlweiler;243;e;4,50;e;54;e
071405004041;Gemünden (Landkreis Rhein-Hunsrück-Kreis);1269;e;10,67;e;119;e
071405004044;Hahn;181;e;5,29;e;34;e
071405004048;Hecken;122;e;3,89;e;31;e
071405004049;Heinzenbach;411;e;3,42;e;120;e
071405004050;Henau;147;e;6,70;e;22;e
071405004053;Hirschfeld (Hunsrück);307;e;5,09;e;60;e
071405004062;Kappel;492;e;12,41;e;40;e
071405004067;Kirchberg (Hunsrück), Stadt;3784;e;18,05;e;210;e
071405004071;Kludenbach;106;e;2,88;e;37;e
071405004081;Laufersweiler;857;e;6,79;e;126;e
071405004082;Lautzenhausen;364;e;4,95;e;74;e
071405004086;Lindenschied;211;e;3,17;e;67;e
071405004090;Maitzborn;110;e;3,15;e;35;e
071405004094;Metzenhausen;125;e;3,10;e;40;e
071405004105;Nieder Kostenz;180;e;4,12;e;44;e
071405004107;Niedersohren;438;e;3,90;e;112;e
071405004109;Niederweiler (Landkreis Rhein-Hunsrück-Kreis);391;e;4,81;e;81;e
071405004111;Ober Kostenz;264;e;5,84;e;45;e
071405004120;Raversbeuren;129;e;5,14;e;25;e
071405004122;Reckershausen;391;e;8,18;e;48;e
071405004128;Rödelhausen;160;e;2,56;e;63;e
071405004129;Rödern;205;e;2,72;e;75;e
071405004130;Rohrbach (Landkreis Rhein-Hunsrück-Kreis);183;e;3,77;e;49;e
071405004135;Schlierschied;182;e;8,60;e;21;e
071405004141;Schwarzen;138;e;3,88;e;36;e
071405004145;Sohren;3344;e;9,42;e;355;e
071405004146;Sohrschied;93;e;4,46;e;21;e
071405004151;Todenroth;94;e;1,56;e;60;e
071405004154;Unzenberg;420;e;5,50;e;76;e
071405004159;Wahlenau;201;e;4,46;e;45;e
071405004163;Womrath;215;e;8,39;e;26;e
071405004164;Woppenroth;266;e;8,67;e;31;e
071405004165;Würrich;157;e;4,33;e;36;e
071405005003;Argenthal;1682;e;28,52;e;59;e
071405005011;Benzweiler;202;e;3,19;e;63;e
071405005027;Dichtelbach;687;e;5,38;e;128;e
071405005035;Ellern (Hunsrück);831;e;9,36;e;89;e
071405005037;Erbach;261;e;1,97;e;132;e
071405005068;Kisselbach;557;e;9,13;e;61;e
071405005085;Liebshausen;501;e;5,85;e;86;e
071405005096;Mörschbach;326;e;5,82;e;56;e
071405005125;Rheinböllen, Stadt;3954;e;16,33;e;242;e
071405005127;Riesweiler;737;e;16,81;e;44;e
071405005138;Schnorbach;227;e;3,42;e;66;e
071405005148;Steinbach (Landkreis Rhein-Hunsrück-Kreis);132;e;2,60;e;51;e
071405006025;Damscheid;638;e;15,10;e;42;e
071405006080;Laudert;399;e;6,17;e;65;e
071405006104;Niederburg;694;e;6,78;e;102;e
071405006112;Oberwesel, Stadt;2885;e;18,07;e;160;e
071405006116;Perscheid;377;e;18,51;e;20;e
071405006133;Sankt Goar, Stadt;2797;e;22,93;e;122;e
071405006155;Urbar (Landkreis Rhein-Hunsrück-Kreis);748;e;3,55;e;211;e
071405006161;Wiebelsheim;795;e;7,32;e;109;e
071405007002;Altweidelbach;246;e;4,10;e;60;e
071405007008;Belgweiler;216;e;3,34;e;65;e
071405007012;Bergenhausen;103;e;2,68;e;38;e
071405007015;Biebern;319;e;4,10;e;78;e
071405007020;Bubach;299;e;7,10;e;42;e
071405007023;Budenbach;172;e;3,51;e;49;e
071405007039;Fronhofen;216;e;3,71;e;58;e
071405007056;Holzbach;527;e;5,03;e;105;e
071405007058;Horn;353;e;6,86;e;51;e
071405007065;Keidelheim;312;e;2,72;e;115;e
071405007070;Klosterkumbd;279;e;7,33;e;38;e
071405007076;Külz (Hunsrück);508;e;6,92;e;73;e
071405007077;Kümbdchen;503;e;3,21;e;157;e
071405007079;Laubach (Landkreis Rhein-Hunsrück-Kreis);430;e;10,02;e;43;e
071405007092;Mengerschied;740;e;9,53;e;78;e
071405007099;Mutterschied;494;e;3,07;e;161;e
071405007100;Nannhausen;525;e;6,05;e;87;e
071405007101;Neuerkirch;291;e;5,28;e;55;e
071405007106;Niederkumbd;319;e;2,27;e;141;e
071405007113;Ohlweiler;340;e;3,93;e;87;e
071405007115;Oppertshausen;129;e;1,52;e;85;e
071405007118;Pleizenhausen;256;e;4,03;e;64;e
071405007119;Ravengiersburg;311;e;6,29;e;49;e
071405007121;Rayerschied;105;e;2,51;e;42;e
071405007123;Reich;366;e;4,76;e;77;e
071405007126;Riegenroth;194;e;3,14;e;62;e
071405007134;Sargenroth;446;e;12,61;e;35;e
071405007139;Schönborn (Landkreis Rhein-Hunsrück-Kreis);258;e;3,90;e;66;e
071405007144;Simmern/ Hunsrück, Stadt;7579;e;11,96;e;634;e
071405007150;Tiefenbach (Landkreis Rhein-Hunsrück-Kreis);769;e;5,79;e;133;e
071405007158;Wahlbach;175;e;4,34;e;40;e
071405007166;Wüschheim;297;e;3,90;e;76;e
071410075075;Lahnstein, Stadt;17726;e;37,56;e;472;e
071415001006;Bad Ems, Stadt;8979;e;15,36;e;585;e
071415001008;Becheln;673;e;4,41;e;153;e
071415001025;Dausenau;1272;e;9,83;e;129;e
071415001041;Fachbach;1262;e;2,23;e;566;e
071415001044;Frücht;606;e;5,53;e;110;e
071415001071;Kemmenau;459;e;3,76;e;122;e
071415001086;Miellen;395;e;2,05;e;193;e
071415001098;Nievern;997;e;4,28;e;233;e
071415001201;Arzbach;1710;e;9,93;e;172;e
071415002023;Dachsenhausen;1042;e;10,18;e;102;e
071415002042;Filsen;648;e;1,88;e;345;e
071415002066;Kamp-Bornhofen;1592;e;11,37;e;140;e
071415002108;Osterspai;1240;e;13,00;e;95;e
071415002501;Braubach, Stadt;3061;e;19,54;e;157;e
071415003002;Altendiez;2230;e;9,22;e;242;e
071415003005;Aull;435;e;2,18;e;200;e
071415003014;Birlenbach;1516;e;4,04;e;375;e
071415003021;Charlottenberg;167;e;0,76;e;220;e
071415003022;Cramberg;503;e;5,25;e;96;e
071415003029;Diez, Stadt;10862;e;12,41;e;875;e
071415003030;Dörnberg;478;e;5,82;e;82;e
071415003038;Eppenrod;709;e;6,98;e;102;e
071415003045;Geilnau;370;e;2,25;e;164;e
071415003049;Gückingen;1051;e;2,34;e;449;e
071415003052;Hambach;487;e;2,76;e;176;e
071415003053;Heistenbach;1094;e;5,27;e;208;e
071415003057;Hirschberg;372;e;2,50;e;149;e
071415003059;Holzappel;1096;e;2,73;e;401;e
071415003061;Holzheim (Landkreis Rhein-Lahn-Kreis);886;e;4,99;e;178;e
071415003062;Horhausen;297;e;5,46;e;54;e
071415003064;Isselbach;396;e;7,19;e;55;e
071415003076;Langenscheid;541;e;8,92;e;61;e
071415003077;Laurenburg;325;e;2,16;e;150;e
071415003124;Scheidt;311;e;2,51;e;124;e
071415003130;Steinsberg;242;e;2,90;e;83;e
071415003133;Wasenbach;352;e;2,40;e;147;e
071415003503;Balduinstein;572;e;5,17;e;111;e
071415004020;Burgschwalbach;1037;e;9,21;e;113;e
071415004043;Flacht;1085;e;4,45;e;244;e
071415004051;Hahnstätten;2957;e;10,70;e;276;e
071415004065;Kaltenholzhausen;604;e;6,06;e;100;e
071415004081;Lohrheim;553;e;4,13;e;134;e
071415004089;Mudershausen;412;e;4,72;e;87;e
071415004093;Netzbach;382;e;3,40;e;112;e
071415004095;Niederneisen;1459;e;7,95;e;184;e
071415004102;Oberneisen;759;e;4,54;e;167;e
071415004125;Schiesheim;254;e;1,43;e;178;e
071415005001;Allendorf (Landkreis Rhein-Lahn-Kreis);652;e;3,03;e;215;e
071415005010;Berghausen;320;e;4,37;e;73;e
071415005011;Berndroth;399;e;6,22;e;64;e
071415005013;Biebrich;349;e;3,45;e;101;e
071415005018;Bremberg;277;e;6,07;e;46;e
071415005032;Dörsdorf;426;e;4,87;e;87;e
071415005034;Ebertshausen;130;e;2,57;e;51;e
071415005036;Eisighofen;262;e;5,42;e;48;e
071415005039;Ergeshausen;146;e;2,26;e;65;e
071415005050;Gutenacker;369;e;3,83;e;96;e
071415005054;Herold;427;e;4,09;e;104;e
071415005068;Katzenelnbogen, Stadt;2200;e;9,20;e;239;e
071415005073;Klingelbach;692;e;5,14;e;135;e
071415005074;Kördorf;543;e;7,81;e;70;e
071415005088;Mittelfischbach;125;e;1,84;e;68;e
071415005096;Niedertiefenbach;223;e;4,08;e;55;e
071415005101;Oberfischbach;167;e;5,04;e;33;e
071415005113;Reckenroth;214;e;3,59;e;60;e
071415005117;Rettert;444;e;5,80;e;77;e
071415005118;Roth (Landkreis Rhein-Lahn-Kreis);191;e;3,40;e;56;e
071415005126;Schönborn (Landkreis Rhein-Lahn-Kreis);713;e;11,71;e;61;e
071415006003;Attenhausen;427;e;5,85;e;73;e
071415006026;Dessighofen;189;e;3,57;e;53;e
071415006027;Dienethal;242;e;1,39;e;174;e
071415006033;Dornholzhausen;223;e;3,93;e;57;e
071415006046;Geisig;362;e;3,91;e;93;e
071415006058;Hömberg;355;e;4,86;e;73;e
071415006082;Lollschied;214;e;4,08;e;52;e
071415006087;Misselberg;89;e;0,74;e;120;e
071415006091;Nassau, Stadt;4634;e;17,51;e;265;e
071415006103;Obernhof;368;e;3,85;e;96;e
071415006106;Oberwies;145;e;2,02;e;72;e
071415006111;Pohl;345;e;4,24;e;81;e
071415006127;Schweighausen;243;e;3,66;e;66;e
071415006128;Seelbach (Landkreis Rhein-Lahn-Kreis);414;e;7,24;e;57;e
071415006129;Singhofen;1815;e;15,66;e;116;e
071415006132;Sulzbach (Landkreis Rhein-Lahn-Kreis);217;e;2,22;e;98;e
071415006135;Weinähr;430;e;3,41;e;126;e
071415006139;Winden (Landkreis Rhein-Lahn-Kreis);687;e;6,99;e;98;e
071415006141;Zimmerschied;93;e;2,19;e;42;e
071415007009;Berg (Landkreis Rhein-Lahn-Kreis);244;e;3,30;e;74;e
071415007012;Bettendorf;343;e;3,24;e;106;e
071415007015;Bogel;774;e;5,34;e;145;e
071415007019;Buch (Landkreis Rhein-Lahn-Kreis);575;e;4,19;e;137;e
071415007035;Ehr;79;e;1,22;e;65;e
071415007037;Endlichhofen;148;e;2,24;e;66;e
071415007040;Eschbach (Landkreis Rhein-Lahn-Kreis);160;e;2,58;e;62;e
071415007047;Gemmerich;556;e;6,79;e;82;e
071415007055;Himmighofen;321;e;5,04;e;64;e
071415007060;Holzhausen an der Haide;1207;e;8,47;e;143;e
071415007063;Hunzel;261;e;4,02;e;65;e
071415007067;Kasdorf;223;e;4,06;e;55;e
071415007070;Kehlbach;176;e;2,13;e;83;e
071415007078;Lautert;278;e;3,56;e;78;e
071415007080;Lipporn;271;e;4,80;e;56;e
071415007084;Marienfels;319;e;3,84;e;83;e
071415007085;Miehlen;2009;e;15,01;e;134;e
071415007092;Nastätten, Stadt;4173;e;13,02;e;321;e
071415007094;Niederbachheim;267;e;2,93;e;91;e
071415007097;Niederwallmenach;422;e;6,86;e;62;e
071415007100;Oberbachheim;210;e;2,85;e;74;e
071415007104;Obertiefenbach;394;e;5,77;e;68;e
071415007105;Oberwallmenach;203;e;3,18;e;64;e
071415007107;Oelsberg;543;e;4,02;e;135;e
071415007110;Hainau;173;e;3,31;e;52;e
071415007116;Rettershain;347;e;4,81;e;72;e
071415007120;Ruppertshofen (Landkreis Rhein-Lahn-Kreis);368;e;4,78;e;77;e
071415007131;Strüth;312;e;4,65;e;67;e
071415007134;Weidenbach (Landkreis Rhein-Lahn-Kreis);123;e;2,24;e;55;e
071415007137;Welterod;472;e;9,95;e;47;e
071415007140;Winterwerb;175;e;2,95;e;59;e
071415007502;Diethardt;237;e;4,42;e;54;e
071415008004;Auel;204;e;2,65;e;77;e
071415008016;Bornich;1034;e;12,00;e;86;e
071415008024;Dahlheim;871;e;6,82;e;128;e
071415008031;Dörscheid;407;e;8,65;e;47;e
071415008069;Kaub, Stadt;888;e;12,98;e;68;e
071415008072;Kestert;649;e;6,90;e;94;e
071415008079;Lierschied;492;e;5,95;e;83;e
071415008083;Lykershausen;222;e;3,35;e;66;e
071415008099;Nochern;532;e;7,11;e;75;e
071415008109;Patersberg;406;e;2,65;e;153;e
071415008112;Prath;335;e;4,33;e;77;e
071415008114;Reichenberg;193;e;3,23;e;60;e
071415008115;Reitzenhain;323;e;5,66;e;57;e
071415008121;Sankt Goarshausen, Loreleystadt, Stadt;1308;e;7,00;e;187;e
071415008122;Sauerthal;175;e;3,57;e;49;e
071415008136;Weisel;1085;e;13,06;e;83;e
071415008138;Weyer;499;e;6,00;e;83;e
071435001206;Bad Marienberg (Westerwald), Stadt;5869;e;9,96;e;589;e
071435001211;Bölsberg;252;e;1,46;e;173;e
071435001216;Dreisbach;596;e;4,62;e;129;e
071435001222;Fehl-Ritzhausen;815;e;4,02;e;203;e
071435001227;Großseifen;585;e;1,52;e;385;e
071435001231;Hahn bei Marienberg;472;e;2,20;e;215;e
071435001234;Hardt (Landkreis Westerwaldkreis);416;e;1,88;e;221;e
071435001243;Hof (Landkreis Westerwaldkreis);1284;e;8,10;e;159;e
071435001248;Kirburg;592;e;4,05;e;146;e
071435001253;Langenbach bei Kirburg;1087;e;5,51;e;197;e
071435001255;Lautzenbrücken;383;e;4,28;e;89;e
071435001264;Mörlen;571;e;3,07;e;186;e
071435001270;Neunkhausen;1106;e;7,89;e;140;e
071435001277;Nisterau;881;e;3,26;e;270;e
071435001279;Nistertal;1305;e;3,93;e;332;e
071435001280;Norken;982;e;6,05;e;162;e
071435001297;Stockhausen-Illfurth;493;e;3,24;e;152;e
071435001300;Unnau;1896;e;8,11;e;234;e
071435002202;Alpenrod;1561;e;12,15;e;128;e
071435002204;Astert;242;e;2,39;e;101;e
071435002205;Atzelgift;644;e;2,74;e;235;e
071435002212;Borod;541;e;3,16;e;171;e
071435002215;Dreifelden;244;e;5,10;e;48;e
071435002223;Gehlert;599;e;5,20;e;115;e
071435002225;Giesenhausen;334;e;4,88;e;68;e
071435002229;Hachenburg, Stadt;5873;e;21,42;e;274;e
071435002235;Hattert;1744;e;11,53;e;151;e
071435002236;Heimborn;282;e;3,74;e;75;e
071435002240;Heuzert;126;e;2,15;e;59;e
071435002241;Höchstenbach;670;e;5,67;e;118;e
071435002250;Kroppach;647;e;4,01;e;161;e
071435002252;Kundert;271;e;3,14;e;86;e
071435002257;Limbach (Landkreis Westerwaldkreis);439;e;3,69;e;119;e
071435002258;Linden (Landkreis Westerwaldkreis);145;e;2,51;e;58;e
071435002259;Lochum;312;e;4,65;e;67;e
071435002260;Luckenbach;616;e;3,61;e;171;e
071435002261;Marzhausen;255;e;3,03;e;84;e
071435002262;Merkelbach;431;e;2,54;e;170;e
071435002265;Mörsbach;458;e;5,92;e;77;e
071435002267;Mudenbach;746;e;4,78;e;156;e
071435002268;Mündersbach;776;e;9,26;e;84;e
071435002269;Müschenbach;1002;e;3,50;e;286;e
071435002276;Nister;959;e;5,42;e;177;e
071435002287;Roßbach (Landkreis Westerwaldkreis);827;e;7,47;e;111;e
071435002294;Steinebach an der Wied;801;e;8,30;e;97;e
071435002296;Stein-Wingert;225;e;3,50;e;64;e
071435002299;Streithausen;540;e;3,93;e;137;e
071435002301;Wahlrod;833;e;6,00;e;139;e
071435002306;Welkenbach;143;e;2,30;e;62;e
071435002310;Wied;472;e;4,68;e;101;e
071435002313;Winkelbach;241;e;1,34;e;180;e
071435003030;Hilgert;1527;e;4,57;e;334;e
071435003031;Hillscheid;2478;e;14,08;e;176;e
071435003032;Höhr-Grenzhausen, Stadt;9203;e;15,89;e;579;e
071435003040;Kammerforst (Landkreis Westerwaldkreis);252;e;1,34;e;188;e
071435004005;Boden;581;e;2,30;e;253;e
071435004008;Daubach (Landkreis Westerwaldkreis);464;e;2,51;e;185;e
071435004013;Eitelborn;2418;e;7,10;e;341;e
071435004020;Gackenbach;542;e;4,75;e;114;e
071435004021;Girod;1195;e;7,46;e;160;e
071435004023;Görgeshausen;828;e;3,24;e;256;e
071435004024;Großholbach;988;e;3,91;e;253;e
071435004026;Heilberscheid;679;e;6,37;e;107;e
071435004027;Heiligenroth;1405;e;6,00;e;234;e
071435004033;Holler;1046;e;4,54;e;230;e
071435004034;Horbach (Landkreis Westerwaldkreis);692;e;3,94;e;176;e
071435004036;Hübingen;526;e;3,56;e;148;e
071435004039;Kadenbach;1386;e;4,45;e;311;e
071435004048;Montabaur, Stadt;12503;e;33,76;e;370;e
071435004051;Nentershausen (Landkreis Westerwaldkreis);1996;e;7,55;e;264;e
071435004052;Neuhäusel;2021;e;1,67;e;1210;e
071435004053;Niederelbert;1617;e;10,25;e;158;e
071435004054;Niedererbach;997;e;4,43;e;225;e
071435004055;Nomborn;715;e;4,00;e;179;e
071435004057;Oberelbert;1116;e;3,45;e;323;e
071435004065;Ruppach-Goldhausen;1207;e;4,41;e;274;e
071435004071;Simmern;1488;e;9,09;e;164;e
071435004072;Stahlhofen;726;e;2,98;e;244;e
071435004077;Untershausen;488;e;1,92;e;254;e
071435004079;Welschneudorf;957;e;7,77;e;123;e
071435005001;Alsbach;604;e;4,76;e;127;e
071435005006;Breitenau;654;e;6,04;e;108;e
071435005007;Caan;705;e;3,44;e;205;e
071435005009;Deesen;679;e;3,39;e;200;e
071435005038;Hundsdorf;450;e;1,40;e;321;e
071435005050;Nauort;2286;e;6,42;e;356;e
071435005059;Oberhaid (Landkreis Westerwaldkreis);404;e;1,92;e;210;e
071435005062;Ransbach-Baumbach, Stadt;7345;e;12,14;e;605;e
071435005068;Sessenbach;483;e;2,79;e;173;e
071435005082;Wirscheid;325;e;2,68;e;121;e
071435005084;Wittgert;632;e;4,68;e;135;e
071435006214;Bretthausen;174;e;3,38;e;51;e
